Input,Match type,Approved symbol,Approved name,HGNC ID,Location
CYP4F32P,Approved symbol,CYP4F32P,"cytochrome P450 family 4 subfamily F member 32, pseudogene",HGNC:39951,2q11.1
CYP4F33P,Approved symbol,CYP4F33P,"cytochrome P450 family 4 subfamily F member 33, pseudogene",HGNC:39952,9p13.1
CYP4F34P,Approved symbol,CYP4F34P,"cytochrome P450 family 4 subfamily F member 34, pseudogene",HGNC:39953,13q11
CYP4F35P,Approved symbol,CYP4F35P,"cytochrome P450 family 4 subfamily F member 35, pseudogene",HGNC:39954,18p11.21
CYP4F36P,Approved symbol,CYP4F36P,"cytochrome P450 family 4 subfamily F member 36, pseudogene",HGNC:42407,19p13.12
CYP4F44P,Approved symbol,CYP4F44P,"cytochrome P450 family 4 subfamily F member 44, pseudogene",HGNC:39957,8p11.1
CYP4F60P,Approved symbol,CYP4F60P,"cytochrome P450 family 4 subfamily F member 60, pseudogene",HGNC:42468,9p11.1
CYP4F62P,Approved symbol,CYP4F62P,"cytochrome P450 family 4 subfamily F member 62, pseudogene",HGNC:39956,2q21.1
CYP4F8,Approved symbol,CYP4F8,cytochrome P450 family 4 subfamily F member 8,HGNC:2648,19p13.12
CYP4F9P,Approved symbol,CYP4F9P,"cytochrome P450 family 4 subfamily F member 9, pseudogene",HGNC:39940,19p13.12
CYP4V2,Approved symbol,CYP4V2,cytochrome P450 family 4 subfamily V member 2,HGNC:23198,4q35.1-q35.2
CYP4X1,Approved symbol,CYP4X1,cytochrome P450 family 4 subfamily X member 1,HGNC:20244,1p33
CYP4Z1,Approved symbol,CYP4Z1,cytochrome P450 family 4 subfamily Z member 1,HGNC:20583,1p33
CYP4Z2P,Approved symbol,CYP4Z2P,"cytochrome P450 family 4 subfamily Z member 2, pseudogene",HGNC:24426,1p33
CYP51A1,Approved symbol,CYP51A1,cytochrome P450 family 51 subfamily A member 1,HGNC:2649,7q21.2
CYP51A1-AS1,Approved symbol,CYP51A1-AS1,CYP51A1 antisense RNA 1,HGNC:50694,7q21.2
CYP51A1P1,Approved symbol,CYP51A1P1,cytochrome P450 family 51 subfamily A member 1 pseudogene 1,HGNC:20245,3p12.2
CYP51A1P2,Approved symbol,CYP51A1P2,cytochrome P450 family 51 subfamily A member 1 pseudogene 2,HGNC:20251,13q12.3
CYP51A1P3,Approved symbol,CYP51A1P3,cytochrome P450 family 51 subfamily A member 1 pseudogene 3,HGNC:41991,6q24.3
CYP7A1,Approved symbol,CYP7A1,cytochrome P450 family 7 subfamily A member 1,HGNC:2651,8q12.1
CYP7B1,Approved symbol,CYP7B1,cytochrome P450 family 7 subfamily B member 1,HGNC:2652,8q12.3
CYP8B1,Approved symbol,CYP8B1,cytochrome P450 family 8 subfamily B member 1,HGNC:2653,3p22.1
CYREN,Approved symbol,CYREN,cell cycle regulator of NHEJ,HGNC:22432,7q33
CYS1,Approved symbol,CYS1,cystin 1,HGNC:18525,2p25.1
CYSLTR1,Approved symbol,CYSLTR1,cysteinyl leukotriene receptor 1,HGNC:17451,Xq21.1
CYSLTR2,Approved symbol,CYSLTR2,cysteinyl leukotriene receptor 2,HGNC:18274,13q14.2
CYSRT1,Approved symbol,CYSRT1,cysteine rich tail 1,HGNC:30529,9q34.3
CYSTM1,Approved symbol,CYSTM1,cysteine rich transmembrane module containing 1,HGNC:30239,5q31.3
CYTH1,Approved symbol,CYTH1,cytohesin 1,HGNC:9501,17q25.3
CYTH2,Approved symbol,CYTH2,cytohesin 2,HGNC:9502,19q13.33
CYTH3,Approved symbol,CYTH3,cytohesin 3,HGNC:9504,7p22.1
CYTH4,Approved symbol,CYTH4,cytohesin 4,HGNC:9505,22q13.1
CYTIP,Approved symbol,CYTIP,cytohesin 1 interacting protein,HGNC:9506,2q24.1
CYTL1,Approved symbol,CYTL1,cytokine like 1,HGNC:24435,4p16.2
CYYR1,Approved symbol,CYYR1,cysteine and tyrosine rich 1,HGNC:16274,21q21.3
CYYR1-AS1,Approved symbol,CYYR1-AS1,CYYR1 antisense RNA 1,HGNC:39560,21q21.3
D2HGDH,Approved symbol,D2HGDH,D-2-hydroxyglutarate dehydrogenase,HGNC:28358,2q37.3
DAAM1,Approved symbol,DAAM1,dishevelled associated activator of morphogenesis 1,HGNC:18142,14q23.1
DAAM2,Approved symbol,DAAM2,dishevelled associated activator of morphogenesis 2,HGNC:18143,6p21.2
DAB1,Approved symbol,DAB1,DAB adaptor protein 1,HGNC:2661,1p32.2
DAB1-AS1,Approved symbol,DAB1-AS1,DAB1 antisense RNA 1,HGNC:49443,1p32.2
DAB2,Approved symbol,DAB2,DAB adaptor protein 2,HGNC:2662,5p13.1
DAB2IP,Approved symbol,DAB2IP,DAB2 interacting protein,HGNC:17294,9q33.2
DACH1,Approved symbol,DACH1,dachshund family transcription factor 1,HGNC:2663,13q21.33
DACH2,Approved symbol,DACH2,dachshund family transcription factor 2,HGNC:16814,Xq21.2
DACT1,Approved symbol,DACT1,dishevelled binding antagonist of beta catenin 1,HGNC:17748,14q23.1
DACT2,Approved symbol,DACT2,dishevelled binding antagonist of beta catenin 2,HGNC:21231,6q27
DACT3,Approved symbol,DACT3,dishevelled binding antagonist of beta catenin 3,HGNC:30745,19q13.32
DACT3-AS1,Approved symbol,DACT3-AS1,DACT3 antisense RNA 1,HGNC:44120,19q13.32
DAD1,Approved symbol,DAD1,defender against cell death 1,HGNC:2664,14q11.2
DAG1,Approved symbol,DAG1,dystroglycan 1,HGNC:2666,3p21.31
DAGLA,Approved symbol,DAGLA,diacylglycerol lipase alpha,HGNC:1165,11q12.2
DAGLB,Approved symbol,DAGLB,diacylglycerol lipase beta,HGNC:28923,7p22.1
DALRD3,Approved symbol,DALRD3,DALR anticodon binding domain containing 3,HGNC:25536,3p21.31
DANCR,Approved symbol,DANCR,differentiation antagonizing non-protein coding RNA,HGNC:28964,4q12
DAND5,Approved symbol,DAND5,DAN domain BMP antagonist family member 5,HGNC:26780,19p13.13
DAO,Approved symbol,DAO,D-amino acid oxidase,HGNC:2671,12q24.11
DAOA,Approved symbol,DAOA,D-amino acid oxidase activator,HGNC:21191,13q33.2
DAOA-AS1,Approved symbol,DAOA-AS1,DAOA antisense RNA 1,HGNC:30243,13q33.2
DAP,Approved symbol,DAP,death associated protein,HGNC:2672,5p15.2
DAP3,Approved symbol,DAP3,death associated protein 3,HGNC:2673,1q22
DAP3P1,Approved symbol,DAP3P1,death associated protein 3 pseudogene 1,HGNC:17624,1q22
DAP3P2,Approved symbol,DAP3P2,death associated protein 3 pseudogene 2,HGNC:29762,2q31.1
DAPK1,Approved symbol,DAPK1,death associated protein kinase 1,HGNC:2674,9q21.33
DAPK1-IT1,Approved symbol,DAPK1-IT1,DAPK1 intronic transcript 1,HGNC:43591,9q21.33
DAPK2,Approved symbol,DAPK2,death associated protein kinase 2,HGNC:2675,15q22.31
DAPK3,Approved symbol,DAPK3,death associated protein kinase 3,HGNC:2676,19p13.3
DAPL1,Approved symbol,DAPL1,death associated protein like 1,HGNC:21490,2q24.1
DAPP1,Approved symbol,DAPP1,dual adaptor of phosphotyrosine and 3-phosphoinositides 1,HGNC:16500,4q23
DARS2,Approved symbol,DARS2,"aspartyl-tRNA synthetase 2, mitochondrial",HGNC:25538,1q25.1
DAW1,Approved symbol,DAW1,dynein assembly factor with WD repeats 1,HGNC:26383,2q36.3
DAXX,Approved symbol,DAXX,death domain associated protein,HGNC:2681,6p21.32
DAZ1,Approved symbol,DAZ1,deleted in azoospermia 1,HGNC:2682,Yq11.223
DAZ2,Approved symbol,DAZ2,deleted in azoospermia 2,HGNC:15964,Yq11.223
DAZ3,Approved symbol,DAZ3,deleted in azoospermia 3,HGNC:15965,Yq11.23
DAZ4,Approved symbol,DAZ4,deleted in azoospermia 4,HGNC:15966,Yq11.23
DAZAP1,Approved symbol,DAZAP1,DAZ associated protein 1,HGNC:2683,19p13.3
DAZAP2,Approved symbol,DAZAP2,DAZ associated protein 2,HGNC:2684,12q13.13
DAZAP2P1,Approved symbol,DAZAP2P1,DAZ associated protein 2 pseudogene 1,HGNC:43869,2q33.1
DAZL,Approved symbol,DAZL,deleted in azoospermia like,HGNC:2685,3p24.3
DBET,Approved symbol,DBET,D4Z4 binding element transcript,HGNC:43904,4q35.2
DBF4,Approved symbol,DBF4,DBF4 zinc finger,HGNC:17364,7q21.12
DBF4B,Approved symbol,DBF4B,DBF4 zinc finger B,HGNC:17883,17q21.31
DBF4P1,Approved symbol,DBF4P1,DBF4 zinc finger pseudogene 1,HGNC:45059,10q21.3
DBH,Approved symbol,DBH,dopamine beta-hydroxylase,HGNC:2689,9q34.2
DBH-AS1,Approved symbol,DBH-AS1,DBH antisense RNA 1,HGNC:24155,9q34.2
DBI,Approved symbol,DBI,"diazepam binding inhibitor, acyl-CoA binding protein",HGNC:2690,2q14.2
DBIL5P,Approved symbol,DBIL5P,"diazepam binding inhibitor-like 5, pseudogene",HGNC:38519,17p13.3
DBIL5P2,Approved symbol,DBIL5P2,diazepam binding inhibitor-like 5 pseudogene 2,HGNC:38518,2p15
DBIP1,Approved symbol,DBIP1,DBI pseudogene 1,HGNC:2692,6q14.1
DBIP2,Approved symbol,DBIP2,DBI pseudogene 2,HGNC:2691,5q14.1
DBN1,Approved symbol,DBN1,drebrin 1,HGNC:2695,5q35.3
DBNDD1,Approved symbol,DBNDD1,dysbindin domain containing 1,HGNC:28455,16q24.3
DBNDD2,Approved symbol,DBNDD2,dysbindin domain containing 2,HGNC:15881,20q13.12
DBNL,Approved symbol,DBNL,drebrin like,HGNC:2696,7p13
DBP,Approved symbol,DBP,D-box binding PAR bZIP transcription factor,HGNC:2697,19q13.33
DBR1,Approved symbol,DBR1,debranching RNA lariats 1,HGNC:15594,3q22.3
DBT,Approved symbol,DBT,dihydrolipoamide branched chain transacylase E2,HGNC:2698,1p21.2
DBX1,Approved symbol,DBX1,developing brain homeobox 1,HGNC:33185,11p15.1
DBX2,Approved symbol,DBX2,developing brain homeobox 2,HGNC:33186,12q12
DCAF1,Approved symbol,DCAF1,DDB1 and CUL4 associated factor 1,HGNC:30911,3p21.2
DCAF10,Approved symbol,DCAF10,DDB1 and CUL4 associated factor 10,HGNC:23686,9p13.2
DCAF11,Approved symbol,DCAF11,DDB1 and CUL4 associated factor 11,HGNC:20258,14q12
DCAF12,Approved symbol,DCAF12,DDB1 and CUL4 associated factor 12,HGNC:19911,9p13.3
DCAF12L1,Approved symbol,DCAF12L1,DDB1 and CUL4 associated factor 12 like 1,HGNC:29395,Xq25
DCAF12L2,Approved symbol,DCAF12L2,DDB1 and CUL4 associated factor 12 like 2,HGNC:32950,Xq25
DCAF13,Approved symbol,DCAF13,DDB1 and CUL4 associated factor 13,HGNC:24535,8q22.3
DCAF13P1,Approved symbol,DCAF13P1,DDB1 and CUL4 associated factor 13 pseudogene 1,HGNC:43866,7q22.3
DCAF13P2,Approved symbol,DCAF13P2,DDB1 and CUL4 associated factor 13 pseudogene 2,HGNC:43867,5p15.1
DCAF13P3,Approved symbol,DCAF13P3,DDB1 and CUL4 associated factor 13 pseudogene 3,HGNC:43868,15q21.2
DCAF15,Approved symbol,DCAF15,DDB1 and CUL4 associated factor 15,HGNC:25095,19p13.12
DCAF16,Approved symbol,DCAF16,DDB1 and CUL4 associated factor 16,HGNC:25987,4p15.31
DCAF17,Approved symbol,DCAF17,DDB1 and CUL4 associated factor 17,HGNC:25784,2q31.1
DCAF4,Approved symbol,DCAF4,DDB1 and CUL4 associated factor 4,HGNC:20229,14q24.2
DCAF4L1,Approved symbol,DCAF4L1,DDB1 and CUL4 associated factor 4 like 1,HGNC:27723,4p13
DCAF4L2,Approved symbol,DCAF4L2,DDB1 and CUL4 associated factor 4 like 2,HGNC:26657,8q21.3
DCAF5,Approved symbol,DCAF5,DDB1 and CUL4 associated factor 5,HGNC:20224,14q24.1
DCAF6,Approved symbol,DCAF6,DDB1 and CUL4 associated factor 6,HGNC:30002,1q24.2
DCAF7,Approved symbol,DCAF7,DDB1 and CUL4 associated factor 7,HGNC:30915,17q23.3
DCAF8,Approved symbol,DCAF8,DDB1 and CUL4 associated factor 8,HGNC:24891,1q23.2
DCAF8L1,Approved symbol,DCAF8L1,DDB1 and CUL4 associated factor 8 like 1,HGNC:31810,Xp21.3
DCAF8L2,Approved symbol,DCAF8L2,DDB1 and CUL4 associated factor 8 like 2,HGNC:31811,Xp21.3
DCAKD,Approved symbol,DCAKD,dephospho-CoA kinase domain containing,HGNC:26238,17q21.31
DCANP1,Approved symbol,DCANP1,dendritic cell associated nuclear protein,HGNC:24459,5q31.1
DCBLD1,Approved symbol,DCBLD1,"discoidin, CUB and LCCL domain containing 1",HGNC:21479,6q22.1
DCBLD2,Approved symbol,DCBLD2,"discoidin, CUB and LCCL domain containing 2",HGNC:24627,3q12.1
DCC,Approved symbol,DCC,DCC netrin 1 receptor,HGNC:2701,18q21.2
DCD,Approved symbol,DCD,dermcidin,HGNC:14669,12q13.2
DCDC1,Approved symbol,DCDC1,doublecortin domain containing 1,HGNC:20625,11p14.1
DCDC2,Approved symbol,DCDC2,doublecortin domain containing 2,HGNC:18141,6p22.3
DCDC2B,Approved symbol,DCDC2B,doublecortin domain containing 2B,HGNC:32576,1p35.2
DCDC2C,Approved symbol,DCDC2C,doublecortin domain containing 2C,HGNC:32696,2p25.3
DCHS1,Approved symbol,DCHS1,dachsous cadherin-related 1,HGNC:13681,11p15.4
DCHS2,Approved symbol,DCHS2,dachsous cadherin-related 2,HGNC:23111,4q31.3
DCK,Approved symbol,DCK,deoxycytidine kinase,HGNC:2704,4q13.3
DCLK1,Approved symbol,DCLK1,doublecortin like kinase 1,HGNC:2700,13q13.3
DCLK2,Approved symbol,DCLK2,doublecortin like kinase 2,HGNC:19002,4q31.23-q31.3
DCLK3,Approved symbol,DCLK3,doublecortin like kinase 3,HGNC:19005,3p22.2
DCLRE1A,Approved symbol,DCLRE1A,DNA cross-link repair 1A,HGNC:17660,10q25.3
DCLRE1B,Approved symbol,DCLRE1B,DNA cross-link repair 1B,HGNC:17641,1p13.2
DCLRE1C,Approved symbol,DCLRE1C,DNA cross-link repair 1C,HGNC:17642,10p13
DCLRE1CP1,Approved symbol,DCLRE1CP1,DNA cross-link repair 1C pseudogene 1,HGNC:44877,10p13
DCN,Approved symbol,DCN,decorin,HGNC:2705,12q21.33
DCP1A,Approved symbol,DCP1A,decapping mRNA 1A,HGNC:18714,3p21.1
DCP1B,Approved symbol,DCP1B,decapping mRNA 1B,HGNC:24451,12p13.33
DCP2,Approved symbol,DCP2,decapping mRNA 2,HGNC:24452,5q22.2
DCPS,Approved symbol,DCPS,"decapping enzyme, scavenger",HGNC:29812,11q24.2
DCST1,Approved symbol,DCST1,DC-STAMP domain containing 1,HGNC:26539,1q21.3
DCST2,Approved symbol,DCST2,DC-STAMP domain containing 2,HGNC:26562,1q21.3
DCSTAMP,Approved symbol,DCSTAMP,dendrocyte expressed seven transmembrane protein,HGNC:18549,8q22.3
DCT,Approved symbol,DCT,dopachrome tautomerase,HGNC:2709,13q32.1
DCTD,Approved symbol,DCTD,dCMP deaminase,HGNC:2710,4q35.1
DCTN1,Approved symbol,DCTN1,dynactin subunit 1,HGNC:2711,2p13.1
DCTN1-AS1,Approved symbol,DCTN1-AS1,DCTN1 antisense RNA 1,HGNC:44151,2p13.1
DCTN2,Approved symbol,DCTN2,dynactin subunit 2,HGNC:2712,12q13.3
DCTN3,Approved symbol,DCTN3,dynactin subunit 3,HGNC:2713,9p13.3
DCTN4,Approved symbol,DCTN4,dynactin subunit 4,HGNC:15518,5q33.1
DCTN5,Approved symbol,DCTN5,dynactin subunit 5,HGNC:24594,16p12.2
DCTN6,Approved symbol,DCTN6,dynactin subunit 6,HGNC:16964,8p12
DCTPP1,Approved symbol,DCTPP1,dCTP pyrophosphatase 1,HGNC:28777,16p11.2
DCUN1D1,Approved symbol,DCUN1D1,defective in cullin neddylation 1 domain containing 1,HGNC:18184,3q26.33
DCUN1D2,Approved symbol,DCUN1D2,defective in cullin neddylation 1 domain containing 2,HGNC:20328,13q34
DCUN1D2-AS,Approved symbol,DCUN1D2-AS,DCUN1D2 antisense RNA,HGNC:39889,13q34
DCUN1D3,Approved symbol,DCUN1D3,defective in cullin neddylation 1 domain containing 3,HGNC:28734,16p12.3
DCUN1D4,Approved symbol,DCUN1D4,defective in cullin neddylation 1 domain containing 4,HGNC:28998,4q12
DCUN1D5,Approved symbol,DCUN1D5,defective in cullin neddylation 1 domain containing 5,HGNC:28409,11q22.3
DCX,Approved symbol,DCX,doublecortin,HGNC:2714,Xq23
DCXR,Approved symbol,DCXR,dicarbonyl and L-xylulose reductase,HGNC:18985,17q25.3
DDA1,Approved symbol,DDA1,DET1 and DDB1 associated 1,HGNC:28360,19p13.11
DDAH1,Approved symbol,DDAH1,dimethylarginine dimethylaminohydrolase 1,HGNC:2715,1p22.3
DDAH2,Approved symbol,DDAH2,dimethylarginine dimethylaminohydrolase 2,HGNC:2716,6p21.33
DDB1,Approved symbol,DDB1,damage specific DNA binding protein 1,HGNC:2717,11q12.2
DDB2,Approved symbol,DDB2,damage specific DNA binding protein 2,HGNC:2718,11p11.2
DDC,Approved symbol,DDC,dopa decarboxylase,HGNC:2719,7p12.2-p12.1
DDC-AS1,Approved symbol,DDC-AS1,DDC antisense RNA 1,HGNC:40171,7p12.1
DDHD1,Approved symbol,DDHD1,DDHD domain containing 1,HGNC:19714,14q22.1
DDHD2,Approved symbol,DDHD2,DDHD domain containing 2,HGNC:29106,8p11.23
DDI1,Approved symbol,DDI1,DNA damage inducible 1 homolog 1,HGNC:18961,11q22.3
DDI2,Approved symbol,DDI2,DNA damage inducible 1 homolog 2,HGNC:24578,1p36.21
DDIAS,Approved symbol,DDIAS,DNA damage induced apoptosis suppressor,HGNC:26351,11q14.1
DDIT3,Approved symbol,DDIT3,DNA damage inducible transcript 3,HGNC:2726,12q13.3
DDIT4,Approved symbol,DDIT4,DNA damage inducible transcript 4,HGNC:24944,10q22.1
DDIT4L,Approved symbol,DDIT4L,DNA damage inducible transcript 4 like,HGNC:30555,4q24
DDN,Approved symbol,DDN,dendrin,HGNC:24458,12q13.12
DDO,Approved symbol,DDO,D-aspartate oxidase,HGNC:2727,6q21
DDOST,Approved symbol,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit,HGNC:2728,1p36.12
DDR1,Approved symbol,DDR1,discoidin domain receptor tyrosine kinase 1,HGNC:2730,6p21.33
DDR2,Approved symbol,DDR2,discoidin domain receptor tyrosine kinase 2,HGNC:2731,1q23.3
DDRGK1,Approved symbol,DDRGK1,DDRGK domain containing 1,HGNC:16110,20p13
DDT,Approved symbol,DDT,D-dopachrome tautomerase,HGNC:2732,22q11.23
DDTL,Approved symbol,DDTL,D-dopachrome tautomerase like,HGNC:33446,22q11.23
DDTP1,Approved symbol,DDTP1,D-dopachrome tautomerase pseudogene 1,HGNC:44546,3p22.2
DDX1,Approved symbol,DDX1,DEAD-box helicase 1,HGNC:2734,2p24.3
DDX10,Approved symbol,DDX10,DEAD-box helicase 10,HGNC:2735,11q22.3
DDX10P1,Approved symbol,DDX10P1,DEAD-box helicase 10 pseudogene 1,HGNC:44960,10p11.23
DDX10P2,Approved symbol,DDX10P2,DEAD-box helicase 10 pseudogene 2,HGNC:44961,9q21.32
DDX11,Approved symbol,DDX11,DEAD/H-box helicase 11,HGNC:2736,12p11.21
DDX11-AS1,Approved symbol,DDX11-AS1,DDX11 antisense RNA 1,HGNC:44176,12p11.21
DDX11L1,Approved symbol,DDX11L1,DEAD/H-box helicase 11 like 1 (pseudogene),HGNC:37102,1p36.33
DDX11L10,Approved symbol,DDX11L10,DEAD/H-box helicase 11 like 10 (pseudogene),HGNC:14125,16p13.3
DDX11L16,Approved symbol,DDX11L16,DEAD/H-box helicase 11 like 16 (pseudogene),HGNC:37115,Xq28 and Yq12
DDX11L2,Approved symbol,DDX11L2,DEAD/H-box helicase 11 like 2 (pseudogene),HGNC:37103,2q14.1
DDX11L5,Approved symbol,DDX11L5,DEAD/H-box helicase 11 like 5 (pseudogene),HGNC:37106,9p24.3
DDX11L8,Approved symbol,DDX11L8,DEAD/H-box helicase 11 like 8 (pseudogene),HGNC:37101,12p13.33
DDX11L9,Approved symbol,DDX11L9,DEAD/H-box helicase 11 like 9 (pseudogene),HGNC:37109,15q26.3
DDX12P,Approved symbol,DDX12P,"DEAD/H-box helicase 12, pseudogene",HGNC:2737,12p13.31
DDX17,Approved symbol,DDX17,DEAD-box helicase 17,HGNC:2740,22q13.1
DDX18,Approved symbol,DDX18,DEAD-box helicase 18,HGNC:2741,2q14.1
DDX18P1,Approved symbol,DDX18P1,DEAD-box helicase 18 pseudogene 1,HGNC:20007,14q24.1
DDX18P5,Approved symbol,DDX18P5,DEAD-box helicase 18 pseudogene 5,HGNC:33968,11q24.3
DDX18P6,Approved symbol,DDX18P6,DEAD-box helicase 18 pseudogene 6,HGNC:31126,10q23.31
DDX19A,Approved symbol,DDX19A,DEAD-box helicase 19A,HGNC:25628,16q22.1
DDX19B,Approved symbol,DDX19B,DEAD-box helicase 19B,HGNC:2742,16q22.1
DDX20,Approved symbol,DDX20,DEAD-box helicase 20,HGNC:2743,1p13.2
DDX21,Approved symbol,DDX21,DExD-box helicase 21,HGNC:2744,10q22.1
DDX23,Approved symbol,DDX23,DEAD-box helicase 23,HGNC:17347,12q13.12
DDX24,Approved symbol,DDX24,DEAD-box helicase 24,HGNC:13266,14q32.12
DDX25,Approved symbol,DDX25,DEAD-box helicase 25,HGNC:18698,11q24.2
DDX27,Approved symbol,DDX27,DEAD-box helicase 27,HGNC:15837,20q13.13
DDX28,Approved symbol,DDX28,DEAD-box helicase 28,HGNC:17330,16q22.1
DDX31,Approved symbol,DDX31,DEAD-box helicase 31,HGNC:16715,9q34.13
DDX39A,Approved symbol,DDX39A,DExD-box helicase 39A,HGNC:17821,19p13.12
DDX39AP1,Approved symbol,DDX39AP1,DEAD-box helicase 39A pseudogene 1,HGNC:39664,13q12.12
DDX39B,Approved symbol,DDX39B,DExD-box helicase 39B,HGNC:13917,6p21.33
DDX39B-AS1,Approved symbol,DDX39B-AS1,DDX39B antisense RNA 1,HGNC:39771,6p21.33
DDX39BP1,Approved symbol,DDX39BP1,DEAD-box helicase 39B pseudogene 1,HGNC:33450,6p22.1
DDX39BP2,Approved symbol,DDX39BP2,DEAD-box helicase 39B pseudogene 2,HGNC:33461,6p22.1
DDX3P1,Approved symbol,DDX3P1,DEAD-box helicase 3 pseudogene 1,HGNC:42171,Xq13.2
DDX3P2,Approved symbol,DDX3P2,DEAD-box helicase 3 pseudogene 2,HGNC:42172,Xq13.2
DDX3P3,Approved symbol,DDX3P3,DEAD-box helicase 3 pseudogene 3,HGNC:42173,4q24
DDX3X,Approved symbol,DDX3X,DEAD-box helicase 3 X-linked,HGNC:2745,Xp11.4
DDX3Y,Approved symbol,DDX3Y,DEAD-box helicase 3 Y-linked,HGNC:2699,Yq11.221
DDX4,Approved symbol,DDX4,DEAD-box helicase 4,HGNC:18700,5q11.2
DDX41,Approved symbol,DDX41,DEAD-box helicase 41,HGNC:18674,5q35.3
DDX42,Approved symbol,DDX42,DEAD-box helicase 42,HGNC:18676,17q23.3
DDX43,Approved symbol,DDX43,DEAD-box helicase 43,HGNC:18677,6q13
DDX43P1,Approved symbol,DDX43P1,DEAD-box helicase 43 pseudogene 1,HGNC:50780,5q23.1
DDX43P2,Approved symbol,DDX43P2,DEAD-box helicase 43 pseudogene 2,HGNC:50781,7p12.2
DDX43P3,Approved symbol,DDX43P3,DEAD-box helicase 43 pseudogene 3,HGNC:50782,7q21.11
DDX46,Approved symbol,DDX46,DEAD-box helicase 46,HGNC:18681,5q31.1
DDX47,Approved symbol,DDX47,DEAD-box helicase 47,HGNC:18682,12p13.1
DDX49,Approved symbol,DDX49,DEAD-box helicase 49,HGNC:18684,19p13.11
DDX5,Approved symbol,DDX5,DEAD-box helicase 5,HGNC:2746,17q23.3
DDX50,Approved symbol,DDX50,DExD-box helicase 50,HGNC:17906,10q22.1
DDX50P1,Approved symbol,DDX50P1,DEAD-box helicase 50 pseudogene 1,HGNC:18974,2p22.3
DDX50P2,Approved symbol,DDX50P2,DEAD-box helicase 50 pseudogene 2,HGNC:18975,3q25.2
DDX51,Approved symbol,DDX51,DEAD-box helicase 51,HGNC:20082,12q24.33
DDX52,Approved symbol,DDX52,DExD-box helicase 52,HGNC:20038,17q12
DDX53,Approved symbol,DDX53,DEAD-box helicase 53,HGNC:20083,Xp22.11
DDX54,Approved symbol,DDX54,DEAD-box helicase 54,HGNC:20084,12q24.13
DDX55,Approved symbol,DDX55,DEAD-box helicase 55,HGNC:20085,12q24.31
DDX55P1,Approved symbol,DDX55P1,DEAD-box helicase 55 pseudogene 1,HGNC:49852,12p13.2
DDX56,Approved symbol,DDX56,DEAD-box helicase 56,HGNC:18193,7p13
DDX58,Approved symbol,DDX58,DExD/H-box helicase 58,HGNC:19102,9p21.1
DDX59,Approved symbol,DDX59,DEAD-box helicase 59,HGNC:25360,1q32.1
DDX6,Approved symbol,DDX6,DEAD-box helicase 6,HGNC:2747,11q23.3
DDX60,Approved symbol,DDX60,DExD/H-box helicase 60,HGNC:25942,4q32.3
DDX60L,Approved symbol,DDX60L,DExD/H-box 60 like,HGNC:26429,4q32.3
DDX6P1,Approved symbol,DDX6P1,DEAD-box helicase 6 pseudogene 1,HGNC:13948,6p22.1
DDX6P2,Approved symbol,DDX6P2,DEAD-box helicase 6 pseudogene 2,HGNC:37806,13q31.1
DEAF1,Approved symbol,DEAF1,DEAF1 transcription factor,HGNC:14677,11p15.5
DECR1,Approved symbol,DECR1,"2,4-dienoyl-CoA reductase 1",HGNC:2753,8q21.3
DECR2,Approved symbol,DECR2,"2,4-dienoyl-CoA reductase 2",HGNC:2754,16p13.3
DEDD,Approved symbol,DEDD,death effector domain containing,HGNC:2755,1q23.3
DEDD2,Approved symbol,DEDD2,death effector domain containing 2,HGNC:24450,19q13.2
DEF6,Approved symbol,DEF6,DEF6 guanine nucleotide exchange factor,HGNC:2760,6p21.31
DEF8,Approved symbol,DEF8,differentially expressed in FDCP 8 homolog,HGNC:25969,16q24.3
DEFA1,Approved symbol,DEFA1,defensin alpha 1,HGNC:2761,8p23.1
DEFA10P,Approved symbol,DEFA10P,"defensin alpha 10, pseudogene",HGNC:31801,8p23.1
DEFA11P,Approved symbol,DEFA11P,"defensin alpha 11, pseudogene",HGNC:33354,8p23.1
DEFA1B,Approved symbol,DEFA1B,defensin alpha 1B,HGNC:33596,8p23.1
DEFA3,Approved symbol,DEFA3,defensin alpha 3,HGNC:2762,8p23.1
DEFA4,Approved symbol,DEFA4,defensin alpha 4,HGNC:2763,8p23.1
DEFA5,Approved symbol,DEFA5,defensin alpha 5,HGNC:2764,8p23.1
DEFA6,Approved symbol,DEFA6,defensin alpha 6,HGNC:2765,8p23.1
DEFA7P,Approved symbol,DEFA7P,"defensin alpha 7, pseudogene",HGNC:31798,8p23.1
DEFA8P,Approved symbol,DEFA8P,"defensin alpha 8, pseudogene",HGNC:31799,8p23.1
